Title,Time,Category,Link,Claim,Investigation,SourcesLinks
هذا الفيديو معدل رقميًّا، ولا صحة لخبر اكتشاف أسماك بوجوه تشبه البشر في بحيرة تدعى “سامسارا”,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-معدل-رقميًّا،-ولا-صحة-لخبر/,في إقليم كارانجي الإستوائي المنعزل ، توجد بحيرة سامسارا ، إحدى بحيرات منابع النيل الإستوائية، تم حديثاً إكتشاف أنواع غريبة من الأسماك التي تشابه وجوه البشر مما جعل علماء أبحاث الأحياء المائية في حيرة و دهشة…,,['https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D8%B9%D9%85%D9%84%D8%A7%D9%82-%D9%81%D9%8A-%D9%82%D9%86%D8%AF%D9%87%D8%A7%D8%B1%D8%8C-%D9%88%D8%A5%D9%86%D9%85/']
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/disarming-disinformation/,,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/fatabyyano-announces-the-launch-of-kinan-the-smart-fact-checking-assistant-in-partnership-with-meedan/,,,
جيبوتي -Djibouti حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/جيبوتي-djibouti-حملة-covid-19-vs-f19/,,,
اليمن -Yemen حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/اليمن-yemen-حملة-covid-19-vs-f19/,,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/371617829383-2/,#عاجل_الان: اليابان تحظر لقاحات كورونا بعد زيادة الوفيات… اللقاح تسبب في الكثير من الوفيات الآن اليابان تواجه انهيارًا سكانيًا حيث يموت عدد أكبر من المواطنين أكثر من عدد الذين يولدون… تحذر بقية الدول,,
هذه الصورة قديمة وتعود لعام 2021 ولا تظهر وصول فريق طبي نفسي إماراتي لمعالجة جنود الجيش الإسرائيلي,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-قديمة-وتعود-لعام-2021-ولا-تظهر-و/,وصول فريق طبي إماراتي نفسي إلى إسرائيل لمعالجة جنود الإحتلال الإسرائيلى العائدين من غزة ومساعدتهم بعد الاضطرابات والفزع,"حصدت الصورة أكثر من ألف مشاركة ونحو 40 تفاعل حتى تاريخ كتابة هذا المقال 8 فبراير 2024
فيما تناقلت الصورة ذاتها عدة حسابات أخرى على الفيسبوك هنـا، وهنـا، وهنـا.",[]
هذه الصورة تعود لزيارة محمد بن سلمان لحاملة طائرات أمريكية في الخليج العربي عام 2015، وليس في البحر الأحمر حديثًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-تعود-لزيارة-بن-سلمان-لحاملة/,ماذا يعمل بن سلمان فوق حاملة الطائرات الامريكية في “البحر الاحمر”!!!؟؟ وفي هذا الوقت تحديداً على ماذا يدل هذا؟؟,"هذه الصورة تعود لزيارة بن سلمان لحاملة الطائرات الأمريكية “ثيودور روزفلت” عام 2015، وليس خلال الأحداث الجارية في البحر الأحمر مؤخرًا
بحسب فرانس 24، شن الجيش الأمريكي الأحد 04 فبراير 2024، هجمات جوية استهدفت خمسة صواريخ في اليمن بعد يوم من عملية عسكرية جوية مشتركة مع بريطانيا ضد الحوثيين.
كما أوضحت قيادة المركزية الأمريكية “سنتكوم” أن كل هذه الصواريخ كانت في وضعية “استعداد للإطلاق ضد سفن في البحر الأحمر” بحسب بيان الجيش الأمريكي على مواقع التواصل الاجتماعي.

في أعقاب ذلك، تناقل ناشطون على فيسبوك صورة يدعون أنها تبين ظهور محمد بن سلمان على متن حاملة طائرات أمريكية في البحر الأحمر حديثًا،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الصورة قديمة،
إذ قاد بحث عكسي عن الصورة عبر محرك Bing الى إحدى المواقع المحلية السعودية التي نشرتها في 09 يوليو 2015،
في سياق زيارة محمد بن سلمان لحاملة الطائرات الأمريكية “تيودور روزفلت” التي كانت تبحر حينها في الخليج العربي.
كما شارك الموقع عدة صور أخرى مشابهة توثق هذه الزيارة، وبمتابعة البحث بهذه المعطيات، نقع على العديد من المصادر السعودية التي كانت قد نشرت الصورة ذاتها وأخرى مطابقة في نفس السياق آنذاك،


ولي ولي العهد السعودي يزور حاملة الطائرات الأميركية روزفلت http://t.co/2nA4pcpPfO pic.twitter.com/GdWrKNbeP9
— القبس (@alqabas) July 9, 2015


وبحسب وكالة الأنباء السعودية الرسمية في 08 يوليو 2015، أجرى الأمير محمد بن سلمان بن عبد العزيز،
الذي كان يشغل منصب ولي ولي العهد النائب الثاني لرئيس مجلس الوزراء وزير الدفاع آنذاك، زيارة لحاملة الطائرات الأمريكية ثيودور روزفلت التي كانت تبحر حينها في الخليج العربي.
فيما جاءت الزيارة آنذاك بدعوة من وزارة الدفاع الأمريكية، كما رافقه خلال الجولة قائد الأسطول الأمريكي الخامس الفريق جون ميلر،
والسفير الأمريكي لدى المملكة جوزيف ويستفل والملحق الدفاعي بالسفارة العقيد عباس داهوك.
هذا ونشر كل من الموقع الرسمي للبحرية الأمريكية U.S. Navy والقيادة المركزية للولايات المتحدة عدة صور ضمن تقاريرها حول هذه الزيارة،

اقرأ أيضًا: هذا الفيديو لإعلان الحوثيين انضمام كتيبة من ألوية “حراس الجمهورية” إلى صفوفهم يعود لعام 2020 وليس حديثًا 
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم صورة قديمة في غير سياقها من أجل ترويج خبر غير صحيح.",
هذا الفيديو لا يظهر مقتل قناص إسرائيلي في غزة حديثًا، بل متداول منذ عام 2016 على أنه في تركيا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-لا-يظهر-مقتل-قناص-إسرائيلي/,عاجل الله اكبر والعزة لله خبر مزلزل مقتل أخطر قناص في الجيش الإسرائيلي قائد وحدة القناصة بلواء المظليين على يد قناص الغول القسام المرعب بحي تل الهوى جنوب غربي مدينة غزة.,"هذا الفيديو لا يوثق لحظة قتل قناص إسرائيلي في ظل المعارك الجارية في غزة، بل متداول منذ عام 2016 على الأقل في سياق اشتباكات في تركيا
نقلًا عن وكالة فرانس24 -دون تصرف-: “أعلن الجيش الإسرائيلي مقتل 24 جنديا من بينهم 21 جنديا من الاحتياطيين خلال معارك في قطاع غزة الإثنين. وتعتبر هذه الحصيلة الأعلى من الجانب الإسرائيلي منذ بدء الهجوم البري على غزة في 27 تشرين الأول/أكتوبر. وتدور معارك ضارية في خان يونس، كبرى مدن جنوب قطاع غزة، الذي قتل فيه مئتا جندي إسرائيلي منذ بدء العملية البرية”
إثر ذلك، تناقل ناشطون على مواقع التواصل مقطعًا يدعون أنه يصور لحظة قنص أخطر قناص في الجيش الإسرائيلي في غزة،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادّعاء غير صحيح،
من خلال البحث العكسي عن إحدى لقطات المقطع الثابتة في محرك جوجل تبين أنه قديم،
إذ نشره أحد مستخدمي منصة إكس في 07 أبريل 2016 مبينًا في الوصف -دون تصرف-: “لحظة مقتل جندي من العمليات الخاصة التركية في مدينة نصيبين الكردية”
وذلك بالتزامن مع تقارير حول مواجهات بين قوى الأمن التركية وعناصر “حزب العمال الكردستاني” في الكثير من مدن شمال شرق الأناضول ذلك الوقت.

#YPS'li keskin nişancı tarafından bu sabah #Nusaybin'de öldürülen PÖH elemanının vurulma anı… https://t.co/4Oh2G3OOIJ #TwitterKurds
— ⚡️Zinar Doğa⚡️ (@IIIIIO0O0O0OIII) April 7, 2016


وبحسب تقرير نشرته فرانس24 في31 مارس 2016 -دون تصرف-: تشن السلطات التركية منذ أشهر عمليات واسعة النطاق ضد متمردي حزب العمال الكردستاني في العديد من أحياء دياربكر وفي جنوب شرق البلاد عموما.
فيما لم يتسنَّ لفريق فتبينوا التأكد من تاريخ التقاط المقطع وسياقه الأصلي، إلا أن تداوله منذ أبريل 2016 على الأقل، ينفي أن يكون متعلقًا بالحرب الجارية منذ 07 أكتوبر 2023.
اقرأ أيضًا: هذا المقطع لا يظهر جندي إسرائيلي انسحب من الحرب وإنما لصانع محتوى أمريكي على تيك توك
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا قديمًا في غير سياقه الأصلي من أجل ترويج خبر غير صحيح.",
هذا الفيديو لا يظهر تجمع المزارعين على الحدود الأمريكية المكسيكية بل لمظاهرة من الجرارات في ألمانيا حديثًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-لا-يظهر-تجمع-المزارعين-على/,"يتجمع المزارعون الأمريكيون على حدود #تكساس لحمايتها ..


إنّها الفوضى الخلاّقة يا سادة .. إي نعم",,[]
هذا المقطع يعرض عملًا فنيًا لفنان مكسيكي للتضامن مع غزة وليس لدمية على شكل طفل فلسطيني تباع في الاسواق,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-يعرض-عملًا-فنيًا-لفنان-مكسي/,القذارة والنجاسة في ابهى صورها دمية طفل فلسطيني صنع في اسرائيل,,['https://www.instagram.com/p/C1xI0bauugd/?next=%2Fitsizzie617%2F&hl=en&img_index=1']
هذا المقطع يعود لعام 2021، ولا يظهر اعتذار الحكم من اللاعب أيمن حسين بل اعتذار مدرب المنتخب العراقي زيليكو بتروفيتش للاعب آنذاك,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-قديم،-ولا-يظهر-اعتذار-الحكم/,"عكب خراب البصره
الحكم الايراني المتحيز يعتذر من اللاعب العراقي البطل أيمن حسين",,['https://www.facebook.com/player.Aymen.Hussein/videos/1167311517136207']
هذا المقطع متداول منذ نوفمبر 2023 في تشيلي، ولا يظهر انتشار دبابات في ولاية تكساس مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-متداول-منذ-نوفمبر-2023-في-تشيلي/,"ولاية تكساس
مصير أمريكا مثل مصير الأتحاد السوفيتي سوف ياتي اليوم التي
تفكك امريكا",,['https://www.tiktok.com/@andrws20/video/7298448002673396997']
هذه الصورة لا تظهر إسقاط طائرة أباتشي إسرائيلية في خان يونس حديثًا بل متداولة منذ عام 2015 على أنها في السعودية,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-لا-تظهر-إسقاط-طائرة-أباتشي-إ/,عاجل المقاومة الفلسطينية تسقط طائرة أباتشي صهيونية في خان يونس,"هذه الصورة متداولة منذ عام 2015 لهبوط طائرة أباتشي سعودية في منذ الطوال، ولا تظهر إسقاط طائرة أباتشي إسرائيلية
شن الجيش الإسرائيلي قصفا مكثفا على قطاع غزة المحاصر موقع مزيد من الضحايا وخلف دمار هائل، ردا على هجوم حركة حماس المفاجئ في مناطق غلاف غزة في 7 أكتوبر 2023، بحسب وكالات الأنباء العالمية، لقراءة المزيد يرجى الاطلاع هنا، وهنا، في هذا السياق، تناقل ناشطون على مواقع التواصل صورة يدعون أنها تبين إسقاط طائرة أباتشي إسرائيلية في خان يونس،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادعاء غير صحيح،
من خلال البحث العكسي عن الصورة في محرك جوجل تبين أنها قديمة،
إذ نشرتها عدة مصادر هنـا وهنـا، في أغسطس 2015، على أنها تظهر هبوطًا اضطراريًّا لطائرة أباتشي سعودية في منفذ الطوال،


لقطة شاشة من موقع هنا عدن تظهر صورة الادعاء منشورة في 05 أغسطس 2015

كما أفادت المصادر الرسمية السعودية حينها أنه في صباح يوم الأربعاء 05 أغسطس 2015 -دون تصرف-:
“أجرت طائرة اباتشي تابعة للقوات البرية السعودية بعد تنفيذها لعمليات على الحد الجنوبي هبوطاً اضطرارياً في منفذ الطوال السعودي، فيما لم تتعرض الطائرة لأي أضرار ولم يصب الطيار ومساعده بأي أذى”.
كذلك كانت العديد من المصادر قد نشرت الصورة ذاتها ومشاهد أخرى تظهر الطائرة من زاوية مختلفة منذ 05 أغسطس في ذات السياق،
كما رصد فريق فتبينوا مقطع فيديو نشرته إحدى الحسابات المحلية على يوتيوب في 06 أغسطس 2015،
أفاد ناشره في وصفه أنه يظهر هبوط اضطراري لطائرة أباتشي سعودية في منفذ الطوال بسبب عطل فني، فيما يظهر المقطع الطائرة ذاتها بدون آثار تحطم أو تعرضها لإصابة،

اقرأ أيضًا: هذا المقطع يعرض عملًا فنيًا لفنان مكسيكي للتضامن مع غزة وليس لدمية على شكل طفل فلسطيني تباع في الاسواق 
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم صورة قديمة في غير سياقها الأصلي من أجل ترويج خبر غير صحيح.",
هذا الفيديو لا يظهر اعمال شغب في الجزائر خلال احتفالات بخسارة المنتخب المغربي بل يعود لعام 2019 في مدينة الجزائر,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-ليس-لأعمال-شغب-في-الجزائر-عق/,"إندلاع أعمال شغ*ب ومواج*هات بين شرطة النظام العس*كري الجزئري ومجموعة من الأحرار الذين استغلوا أوامر الخروج للإحتفال بخسارة منتخب المغرب للمطالبة برحيل العص*ابة الحاكمة وبدولة مدنية وعودة الح*راك
المواج*هات خلفت 13 قت*يل و28 تم إعتق*الهم وأخدهم الى وجهة مجهولة بالإضافة إلى عدد من الجر*حى
بارطاجيو الفيديو باش توصل لحمرة والبعرة لمقابلين المغرب وناسيين مشاكل بلادهم",,[]
هذا المقطع ليس لتوجه سائقي الشاحنات نحو حدود تكساس للاحتجاج على الحكومة الفيدرالية، بل لاحتجاج ضد إجراءات كورونا في عام 2022,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-ليس-لتوجه-سائقي-الشاحنات-نح/,"متابعة الأخبار “تكساس :”


“قافلة من المتظاهرين تسمى “جيش الله” (Army of God) تتجه إلى الحدود الجنوبية”: يسرع سائقو الشاحنات إلى مساعدة ولاية تكساس المتمردة – من المتوقع أن يشارك في الاحتجاج 700 ألف سيارة.


تتجه قافلة من سائقي الشاحنات الوطنيين إلى الحدود الأمريكية مع المكسيك وسط تصعيد المواجهة بين تكساس والحكومة الفيدرالية.


أطلق منظمو مسيرة “لنأخذ حدودنا مرة أخرى” على أنفسهم اسم “جيش الله” وقالوا إن مهمتهم هي مقاومة “الليبراليين” الذين تآمروا لترك الحدود الأمريكية مفتوحة وتدمير البلاد.


قدر عضو الكونجرس الجمهوري من تكساس كيث سيلف أن ما يصل إلى 700 ألف سيارة ستشارك في الاحتجاج وأكد أن هذه يجب أن تكون مظاهرة سلمية.",,[]
هذه الصورة مولدة بواسطة نماذج الذكاء الاصطناعي، ولا تبين ظهور بايدن بالزي العسكري في اجتماع طارئ مؤخراً,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-مولدة-بواسطة-نماذج-الذكاء-ا/,"عاجـــــــــــــل
بايدن يرتدي بدلة الحرب ويجتمع بالقيادة العسكرية لإعطاء الأمر بالرد خلال الساعات القادمة",,[]
هذا المقطع يظهر اشتعال النيران في سفينتي نقل غاز عام 2019 في البحر الأسود وليس من استهداف السفينة “مارلين لواندا” مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-متداول-منذ-عام-2019،-ولا-يصور-مش/,"#عاجل #اخر_واهم_الاحداث ‏ -: ‏انظروا اليها تحترق


وسائل إعلام بريطانية تتداول فيديو يوثق لحظة احتراق سفينة “مارلين لواندا” النفطية التي استهدفتها القوات المسلحة اليمنية في بحار اليمن “خليج عدن”",,['https://www.youtube.com/watch?v=AjVxeOdKpr4']
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/disarming-disinformation/,,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/fatabyyano-announces-the-launch-of-kinan-the-smart-fact-checking-assistant-in-partnership-with-meedan/,,,
جيبوتي -Djibouti حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/جيبوتي-djibouti-حملة-covid-19-vs-f19/,,,
اليمن -Yemen حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/اليمن-yemen-حملة-covid-19-vs-f19/,,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/371617829383-2/,#عاجل_الان: اليابان تحظر لقاحات كورونا بعد زيادة الوفيات… اللقاح تسبب في الكثير من الوفيات الآن اليابان تواجه انهيارًا سكانيًا حيث يموت عدد أكبر من المواطنين أكثر من عدد الذين يولدون… تحذر بقية الدول,,
هذا المقطع ليس لاشتعال النيران بناقلة النفط “مارلين لواندا”، بل يعود لاحتراق سفينة في مايو 2021 بالقرب من سريلانكا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-ليس-لاشتعال-النيران-بناقلة/,‏السفينة البريطانية MARLIN LUANDA التي استهدفتها القوات المسلحة اليمنية في خليج عدن واشتعلت فيها النيران جميع محاولات اطفاء الحريق باءت بالفشل !!,,[]
هذا الفيديو تمثيلي ولا يوثق تعرض ثلاث فتيات من فرقة المظليين في الجيش الفرنسي للتحرش في مترو باريس,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-تمثيلي-ولا-يوثق-تعرض-فتيات/,ثلاث فتيات في مترو باريس يتعرضن لـ “التحرش”(تمهيدا لاعتداء جنسي جماعي)وهي من الجرائم المنتشرة في باريس من جانب بعض الشباب لاستدراج الفتيات في هذه الاماكن… لكن من سوء حظهم، أن الفتيات اللواتي تعرضن للهجوم هذه المرة كن من فرقة المظليين الخاصة في الجيش الفرنسي… ومدربات تدريباً جيداً! يعني الشباب تورطو,"هذا الفيديو يظهر جزءًا من تمرين تابع لمركز تدريب على أدوار القتال في السينما في فرنسا ولا يظهر تعرض فتيات للتحرش في مترو أنفاق في باريس
أرشد البحث العكسي عن لقطة ثابتة من المقطع في محرك جوجل إلى منصة إكس،
حيث شارك أحد مستخدميها المقطع في سياق توضيح أنه لحساب باسم Campus Univers Cascades على إنستغرام،
وبالرجوع إلى الحساب المذكور،  تبين أنه يعود لمركز تدريب احترافي مخصص لتقنيات الأعمال المثيرة في السينما والعروض الترفيهية،
يعني بتدريب الأفراد على تمثيل أدوار القتال كما في المشاهد السينمائية.
فيما كان المركز قد نشر مقطع الادعاء في 02 نوفمبر 2023 بعنوان “قتال الشوارع”،
كما أرفقه بوسوم متعلقة بالسينما والفنون القتالية،


 










عرض هذا المنشور على Instagram






















 
‏‎تمت مشاركة منشور بواسطة ‏‎Campus Univers Cascades‎‏ (@‏‎campus.univers.cascades‎‏)‎‏



علاوة على ذلك، يظهر واضحًا في المقطع أن أحد الشبان يردي زيًّا يحمل شعار المركز “CUC“،
وهو الشعار الذي يظهر على زي المتدربين في المركز في المقاطع التي نشرها خلال التدريب هنـا، هنـا وهنـا.


لقطة شاشة تظهر شعار مركز CUC على قميص أحد الشبان في مقطع الادعاء

هذا وأكد لوكاس دولفوس، مدير مركز Campus Univers Cascades،لوكالة رويترز ضمن تحقيقها حول هذا المقطع،
إن الفيديو أظهر أداءً مصممًا بالكامل أنتجه طلابهم كجزء من تمرين تدريبي. وكان “قتال الشوارع” موضوعهم.
اقرأ أيضًا: هذا المشهد تمثيلي، وليس لجندي إسرائيلي تعرض لصدمة نفسية بعد عودته من الحرب في غزة
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا تمثيليًّا على أنه حقيقي من أجل ترويج خبر غير صحيح.",
هذه الصورة ليست من استهداف ناقلة النفط البريطانية في خليج عدن مؤخراً، بل لاحتراق سفينة شحن عام 2019 في البحر الأحمر,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-ليست-من-استهداف-ناقلة-النفط/,"#عاجل مصادر يمنيّة:
استهداف ناقلة نفط بريطانيّة كانت متجهة الى الاhتلال وهي تحترق في خليج عدن الآن..",,[]
هذه الصورة مولدة باستخدام إحدى برامج الذكاء الصناعي، ولا تظهر اندلاع النيران في برج إيفل مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-مولدة-باستخدام-إحدى-برامج-ا/,"#عاجل
فرنسا أشتعال برج ايفل بالنار
‎#العاصمة",,['https://www.toureiffel.paris/en/news']
هذه الصور تعود لحادث اصطدام مدمّرة صواريخ أمريكية عام 2017، وليست للسفينة الأمريكية التي أعلن الحوثيون استهدافها,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصور-تعود-لحادث-اصطدام-مدمّرة-صوا/,"انظروا كيف يذل الله المستكبرين على يد المستضعفين
هكذا تهشمت هيبة امريكا على يد قيادة وشعب وقوات اليمن المجاهدون في سبيل الله
اليست هذه آية من ايات الله
موقع بريطاني ينشر صور للبارجة الأمريكية التي تم استهدافها من قبل القوات المسلحة اليمنية أثناء محاولتها التصدي لصواريخ اليمن في باب المندب.


ضربة مؤلمة وفتاكة بفضل الله


#أمريكاقشة
#معركة_الفتح_الموعود_والجهادالمقدس",,[]
هذا الفيديو متداول منذ عام 2020 على الأقل وليس من الاستهداف الأمريكي الأخير لمناطق في العراق,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-متداول-منذ-عام-2020-على-الأقل-و/,الان.. الطيران الامريكي يستمر بقصف مواقع الحشد الشعبي، في جرف الصخر بمحافظة بابل.,,[]
هذا المقطع ساخر وغير حقيقي، ولا يظهر شتم كلاوس شواب من قبل أحد المشاركين في المنتدى الاقتصادي العالمي,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-ساخر،-ولم-يقم-أحد-المشاركين/,"في اجتماع دافوس 2024..


احد المشاركين في المنتدى الاقتصادي العالمي يفعل ما لا يمكن ان يفعله الا الاحرار بالعالم


وذلك عندما وجه كلامه الى كلاوس شواب قائلاً اللعنة عليك يا كلاوس شواب، واللعنة على النظام العالمي الجديد


•نحن الشعب ولدنا أحرارا وسنبقى أحرارا.
ويعتبر كلاوس شواب أستاذ الاقتصاد الألماني ومؤسس المنتدى الاقتصادي العالمي ” دافوس”.",,[]
هذا المقطع مقتبس من لعبة محاكاة إلكترونية، ولا يظهر تحطم طائرة بعد مشاركتها في قصف صنعاء مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-مقتبس-من-لعب-محاكاة-إلكتر/,"اليمن تنتصر لغزة تعيش فلسطين حرة
تحطم احدئ الطائرات المشاركة في قصف صنعاء امس",,['https://www.youtube.com/watch?v=0cs73p2T9FY']
هذه الصورة تظهر لقاء جمع البرهان ورئيسي في الرياض عام 2023 وليس في إيران حديثًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-تظهر-لقاء-جمع-بين-الرئيس-الس/,"لحظة وصول البرهان الي العاصمة الايرانية طهران ظهر الأمس
تحسين العلاقات الخارجية مثل دولة إيران نحتاج لها جدا في هذة الحرب للدعم والمساندة","هذه الصورة لا تبين لقاء حديثًا جمع البرهان ورئيسي في إيران بل تعود للقاء جمع بينهما على هامش قمة الرياض في نوفمبر 2023
قاد البحث العكسي عن الصورة في محرك جوجل إلى موقع وكالة الأنباء الإيرانية الرسمية «إيرنا»،
حيث نشرت الصورة في 11 نوفمبر 2023، في سياق لقاء جمع الرئيس الإيراني آية الله رئيسي مع عبد الفتاح البرهان،
وذلك على هامش الاجتماع المشترك لمنظمة التعاون الإسلامي والجامعة العربية في الرياض.
كذلك نقلت العديد من المصادر المحلية السودانية والإيرانية الصورة ذاتها آنذاك في نفس السياق،

#Iran president met his counterpart from #Sudan today in Riyadh. pic.twitter.com/QShqr6UUMu
— Iran Nuances (@IranNuances) November 11, 2023


هذا ولم يرصد فريق فتبينوا أي خبر في المصادر الرسمية السودانية أو الإيرانية يفيد بوصول البرهان إلى إيران مؤخرًا.
اقرأ أيضًا: هذه الصورة ليست لجثث ملقاة في مدينة ود مدني، بل هي إعلان لشركة اتصالات هندية في عام 2009
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا قديمًا في غير سياق الأصلي من أجل ترويج خبر غير صحيح.",
هذا المقطع يعود لاحتراق سفينة قبالة ساحل سريلانكا عام 2021، وليس لسفينة أمريكية استهدفها الحوثيين مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-يظهر-احتراق-سفينة-قبالة-سوا/,"عاجل شاااااهد : علامات حرب عالمية: إصابة سفينة شحن أمريكية بصاروخ يمني نوع كروز قبالة الساحل اليمني!


#صنعاء #البحر_الاحمر … شاهد اول فيديو من البحر الاحمر",,"['https://www.bbc.com/news/av/world-asia-57244173', 'https://www.youtube.com/watch?v=1pD7Zb5wKqs']"
